name,a,e,i
Schwassmann-Wachmann,3.07211624836372,0.69335823324,11.349472014182
Schwassmann-Wachmann,2.94109009142002,0.680633878945504,11.2950649353802
Schwassmann-Wachmann,3.04180282124803,0.691246808725753,11.3731938601948
Schwassmann-Wachmann,3.08254721749018,0.695367114577502,11.4052801907194
Schwassmann-Wachmann,3.06777308736794,0.69335823324,11.3683658421522
Schwassmann-Wachmann,3.0963752841415,0.696725656659651,11.4146906889204
Schwassmann-Wachmann,2.90757509348788,0.676299018237858,11.2397327643991
Schwassmann-Wachmann,3.08672271282378,0.695781146462459,11.4075896405856
Schwassmann-Wachmann,3.07520604461415,0.69335823324,11.330632437678
Schwassmann-Wachmann,3.111488252589795,.698251127367121,11.43065377185697
Schwassmann-Wachmann,4.68497505729183,0.800195285662543,12.1493175429657
Schwassmann-Wachmann,3.05798267872401,0.69335823324,11.4294972671815
Schwassmann-Wachmann,3.12759000072912,0.699842823483816,11.4439332846419
Schwassmann-Wachmann,3.03591116618305,0.69335823324,11.5441980464116
Schwassmann-Wachmann,3.07622840208973,0.694756955270123,11.4051415712495
Schwassmann-Wachmann,3.0720255879213,0.69376877393668,11.325884937118
Schwassmann-Wachmann,3.14413946156757,0.701430092385429,11.4659092912232
Schwassmann-Wachmann,3.08794215725399,0.695911908759867,11.4136956180962
Schwassmann-Wachmann,3.08744810378797,0.695799013016798,11.406522554195
Schwassmann-Wachmann,3.139576900192716,.7009701052570073,11.4609671423153
Schwassmann-Wachmann,3.00135904388845,0.686932227480063,11.3346206138147
Schwassmann-Wachmann,3.05783304672693,0.692822353452358,11.3822058521825
Schwassmann-Wachmann,3.06228436373416,0.69335823324,11.3951152975271
Schwassmann-Wachmann,2.91373418607164,0.67730146390118,11.2395964153711
Schwassmann-Wachmann,3.05014120644439,0.692470126439069,11.4277852827943
Schwassmann-Wachmann,2.89370372170499,0.675089956009265,11.2258696408536
Schwassmann-Wachmann,2.89390864978339,0.675069986179574,11.2207094103756
Schwassmann-Wachmann,2.96078483411662,0.682432921372534,11.2707509575385
Schwassmann-Wachmann,2.96762679277048,0.682432921372534,11.1901846106183
Schwassmann-Wachmann,3.13424236839265,0.700467515087574,11.4587061463897
Schwassmann-Wachmann,2.97944716240244,0.682439213725336,10.9745482605982
Schwassmann-Wachmann,2.9582410093582,0.682439213725336,11.3165548004854
Schwassmann-Wachmann,2.98917045822215,0.685673899484921,11.3219762595877
Schwassmann-Wachmann,2.97971817146176,0.684754805524033,11.3245005390743
Schwassmann-Wachmann,2.95948456938239,0.682439213725336,11.2894062349653
Schwassmann-Wachmann,2.95954219133071,0.682462679481376,11.3004575322101
Schwassmann-Wachmann,3.04058323671172,0.691094488235562,11.370228917327
Schwassmann-Wachmann,3.04504693747306,0.691542805405763,11.3707772083427
Schwassmann-Wachmann,3.09141865178814,0.696223718867002,11.4093615023607
Schwassmann-Wachmann,2.95929756911756,0.682439213725336,11.2943325652082
Schwassmann-Wachmann,3.04704387959224,0.691771506515135,11.3774492573962
Schwassmann-Wachmann,3.047706272631,0.691827563127927,11.3761572743389
Schwassmann-Wachmann,2.95951342725043,0.682453453655532,11.2907748415971
Schwassmann-Wachmann,3.05370675559865,0.692453880247705,11.3882612457051
Schwassmann-Wachmann,2.98432308707744,0.685154134205868,11.3192478294503
Schwassmann-Wachmann,3.11501747725682,0.698573546172044,11.444464486684
Schwassmann-Wachmann,3.091686500366688,.6856166909787491,11.23831410228592
Smirnova-Chernykh,4.170575416512539,.1472206865812144,6.648840751555509
Kohoutek,3.54314699923032,0.496307395647225,5.90720925939778
West-Kohoutek-Ikemura,3.471228107965556,.5385141130913966,30.47861159452443
Longmore,3.599097219439847,.3579178574484511,24.39914388821077
Gehrels,3.73590971838216,.4619028596361237,6.253845264350978
"du Toit-Hartley",2.945858611714987,.6185134899509153,3.145618792107812
Peters-Hartley,4.021659589584823,.5989902415048468,29.92275599280534
Wild,3.451881099507704,.5370719890809134,3.237240662573862
Gehrels,4.142151524005956,.1228436023814659,1.125906251496336
Russell,3.33797581090783,0.517209914571475,22.659458665718
Giclas,3.646377628853794,.4927078894965374,7.281512688227041
Boethin,5.1848871265672986652361,0.7811606261503803994017,4.2952945910302675613934
Wild,3.604732210953487,.3720888070328248,15.47023509960821
Bus,3.488069716231032,.376065041529311,2.576606319170538
Howell,3.109929521600371,.5621087442148057,4.382649867199222
Russell,3.751002285783576,.4080083815513693,12.07653613877625
Gehrels,6.068645727075137,.5097922920272996,9.635390243142973
Russell,3.890766590896717,.3312653256538716,14.08752186058453
Sanguin,5.358356865937731,.6593254789566613,19.44460631112987
Lovas,4.389356699806456,.6126653281716671,12.20450133929031
Russell,3.517487724746886,.3631072710108491,6.182339012014733
Machholz,3.032767865535791,.9592074929540653,58.53858212347114
Metcalf-Brewington,4.79909570735725,.4573932742257172,17.86957001570563
Takamizawa,3.808319341400365,.5605977808221723,10.54421204182212
Kowal,6.150503689944444,.2287716907957943,4.332540940374086
Hartley,3.42757877039588,.4134100168407287,25.58952437887889
Chernykh,5.784994049761658,.5937482426748417,5.079655834231119
Chernykh,5.799765645183432,.5947203403123665,5.078327540984246
Shoemaker,3.735059835182303,.4729510635048332,26.24763360906397
Hartley,3.471453385670387,.6950346504992769,13.61945072655648
Kowal,3.263280361225389,.6386695859566606,10.25426992139334
"Singer Brewster",3.465257746358269,.4109214553409956,9.179360138104373
Schuster,3.758052564073794,.5886970626590886,20.14848227471757
Ciffreo,3.742538067328224,.5433862742962028,13.09615620875901
Swift-Tuttle,26.0920694978266,0.963225755046038,113.453816997171
Hartley,3.613868854747883,.3134805790357161,11.68733183674861
Helin-Roman-Crockett,4.160365902658368,.1096207704078609,4.228807042165645
Urata-Niijima,3.540649092570031,.5863691381055774,24.167890875729
Spitaler,3.681617220714808,.4244778524522092,5.776080511917678
Wiseman-Skiff,3.544395807195206,.5553089252018473,18.27141704753662
Maury,4.252796670494584,.5214608416963823,11.70564910830261
Wild,3.484793995312126,.3723877551310502,3.607909777887974
Helin-Roman-Alu,4.087132607625636,.2551400313228515,8.701634578401711
Shoemaker-Levy,3.465887004911417,.4276928306674881,8.508598912999116
Parker-Hartley,4.283706824725143,.2906392224482433,5.191033406129119
Mueller,4.137763681119297,.340813229617001,8.795942531284931
Shoemaker-Holt,4.5970477676472,.1837585083825333,20.15162957717192
"de Vico",17.680816651897078628508,0.9627088867609727707019,85.382753114444753350653
West-Hartley,3.857364553401168,.447361464281352,15.35018041765483
Mrkos,3.309345243917582,.5059755434327983,31.7241991803709
Spacewatch,3.126329950580264,.5125673202316884,9.98499797067007
IRAS,5.646476269897362,.6957724986244791,45.80272010221584
Holt-Olmstead,3.443437251363689,.3623455624836588,14.32165437252401
Shoemaker-Holt,4.505222694463282,.3220360658200355,4.363425212614639
Shoemaker-Holt,4.557339457149967,.3341244560473043,4.353888335077986
Shoemaker-Holt,4.489242443395618,.3212585112842391,4.361724121462829
Shoemaker-Levy,3.765556819802343,.2678955920318905,5.427628619486002
McNaught-Hughes,3.538805578711918,.4068903863804257,7.306037861379428
Mueller,3.679142246300213,.3432245787360794,7.355097794656032
Helin-Roman-Alu,4.079419111816716,.5323089959541165,5.777401161349164
Kowal-Vavrova,6.239163761283836,.5878685932612639,4.348831550383866
Shoemaker-Levy,3.83020881258833,0.289567735861711,6.05010571542718
Mueller,4.194547458302671,.2934294505218962,9.425423853084402
Shoemaker-Levy,4.506654301905993,.5750251416330425,4.853854196966967
Shoemaker-Levy,3.621812002614595,.5305272289353777,10.0855870317302
Vaisala-Oterma,4.529998454516217,.2463323359957322,2.332467362908973
Bowell-Skiff,6.39724825593164,0.691761661370916,3.83582756854885
Machholz,3.019474631145155,.7489797945046486,12.80472093533867
Machholz,3.01289341549972,0.750123959058633,12.7950633405702
Machholz,3.00880914460354,0.751062411225747,12.8118412445562
Ge-Wang,4.959563010870304,.4982387835727335,12.3068430478631
Kowal-Mrkos,4.299524805937988,.4094652362125644,4.689804625499542
Kushida,3.866357336726691,.6278179294213708,4.10912230609167
Shoemaker-Levy,4.142331747629842,.5411650233995683,11.26803734664603
Shoemaker-LINEAR,4.035881102540044,.646726656289458,23.09409337090814
Kushida-Muramatsu,3.8070857912160049885130,0.2760252083897379860033,2.3679635720599740977832
Anderson-LINEAR,3.673943594210344,.5394647052225616,3.682036792350926
Mueller,4.334089695239168,.3883606876177078,29.73448145382333
LONEOS,3.891999267626937,.5458142843839994,18.50016709972028
Helin,5.809605650687495,.5703733600209818,4.735505041376388
Helin-Lawrence,4.493696904571612,.3071587132794293,9.868045845529618
Ikeya-Zhang,51.213581137145759214490,0.9900975228715980236415,28.119879162537930739063
Brewington,4.883412066493323,.6707084350744681,17.82971603463223
Shoemaker,6.63432431213906,0.726672673927576,6.38589343013616
Russell-LINEAR,3.601684842538986,.5576816276697562,20.74728609960905
Tritton,3.411752218744261,.6012074064871192,7.278250043167591
Kowal-LINEAR,4.719555345709085,.02919685706930994,7.908408475941165
LONEOS,5.87734593948807,.3797055721321005,23.43125848810958
LINEAR,3.973597606755107,.4789346679581795,17.27846455737395
Hartley-IRAS,7.72123378622071,.8350738462769237,95.69806814972893
"Siding Spring",3.049789425533239,.5962771836045513,27.83320555511541
NEAT,3.762261685581952,.4532292334851692,12.71791581387078
Christensen,3.652693779036094,.5412862207725843,16.26104004211514
LINEAR,18.04988797793641,.6215837574912003,15.9052716892707
NEAT,13.88283939168301,.3831014579229702,15.36840608994296
CINEOS,16.1408551156671,.2699551843085261,19.12720756917645
Hergenrother,3.623703022347536,.609558895880292,21.927923150458
NEAT,2.604272597057719,.7669078915248092,11.30388988837069
Christensen,4.198170054508219,.3043031432899574,10.12778590439795
Spahr,3.552070610991009,.5031130574217229,21.94963377831148
Yeung,3.5106582387114,.3618103594014929,11.51795369133199
Mueller,5.706964720495605,.2616668314758032,16.49335224895017
Hergenrother,3.490260973533814,.421618543794811,6.096832826450021
Barnard,24.33728792070278,.9545011068589594,31.17928819507535
Hug-Bell,3.67631721028311,.4715381700511692,10.9635184316591
Jedicke,5.892900594038868,.3073410789337982,19.88555991544916
NEAT,3.858630619918548,.355109524747633,16.87811475287301
Shoemaker-Levy,3.839018373459053,.7073228278805144,16.98117916666919
LONEOS,2.931215275854553,.6663423299937125,16.90929664735519
Korlevic-Juric,4.504048880495223,.1354618803323754,18.73368886127624
Lovas,3.525555300846194,.6047574969528612,1.550151675482132
Petriew,3.100670446834519,.6994427102691994,14.0078145237768
Garradd,4.843777466128981,.1196865470754932,28.85373101553976
LINEAR,4.451411788196976,.1701787107529201,13.73243402020086
LINEAR-Mueller,4.383589811240054,.4148318472574462,10.51134275231719
NEAT,2.917422445623617,.5976669763900531,20.40139174336421
Mueller,4.240024138939638,.5207757865072015,2.189858910019407
McNaught,3.532411562896625,.4203156371110926,8.761226202825414
Shoemaker-Levy,6.698604558889319,.772126286309046,24.38729278371501
LINEAR-NEAT,3.576600727795079,.3943325814040706,10.68702635874803
LINEAR,4.00008697530093,.5755808395443396,11.13800510665402
Hill,6.47960643491348,.315047798798942,36.36748420072287
Tichy,3.781497663461639,.4313134844133996,19.37778697740428
LINEAR,2.865999002612692,.6296602371558928,25.5427252545893
ODAS,3.58306422508561,.4479159374598513,1.349404352612176
Shoemaker,5.954800268410104,.5069284376022202,24.76767471270187
Larsen,4.920224292987082,.3333926492953443,12.12229231779412
LONEOS,3.459267702959195,.6128695185722387,7.033343643613875
Scotti,3.772643653717034,.3303012468486478,2.185415874415965
Korlevic,4.643485238138329,.314653512873307,2.976027527201579
LINEAR-NEAT,3.655519435714783,.4721408809812201,6.588675560904631
Giacobini,3.548459099134047,.5669612177509425,15.28590526617066
Giacobini,3.539301441690985,.568714327637854,15.30462698794076
Giacobini,3.60328142190863,.5753279137768729,15.40528193605396
Giacobini,3.5399689569418089085672,0.5687302569766289339625,15.308543661944190361623
Barnard-Boattini,3.143688003695274,.6886420878908622,31.97414822324667
NEAT,3.884219740982902,.757031518894085,10.1500529330324
McMillan,4.040227652555705,.3744035243700644,4.414026029013392
LINEAR,2.93064592117388,.6925636894297299,19.48032029747368
Christensen,3.193388573021384,.8294878320206486,10.17716268147805
Hill,3.562335814948082,.3383819983698705,18.8790788406648
NEAT,3.928375978187702,.5788465760830377,22.39795934058236
"Van Ness",3.426483839778938,.3820861153163838,10.26618099006629
"Van Ness",3.422250471846395,.3797273022751771,10.24005100770656
LINEAR,3.60435568477783,.4895520712375712,15.22601869028518
NEAT,4.023138681375808,.2006421522188538,12.78921743525425
LINEAR,3.883402701075351,.4453523429269599,9.04322917982628
LINEAR,3.943877285531337,.6895994951031321,12.88077094727922
LINEAR,3.341856686662046,.4909327949509942,18.16439385441112
LINEAR,3.653749726995313,.3529898780034186,11.52547234260606
McNaught,3.113512647509658,.5026245175761024,8.132654105216206
LINEAR,3.47456267632109,.4873988738431755,11.42811089699594
LINEAR,2.857518464514056,.7267693963810077,5.146143390421752
Skiff,4.138496310761236,.4175597146857165,27.04952720729196
LINEAR-NEAT,3.342305999439978,.4369516486843072,14.73038573928028
LINEAR,3.654113225602356,.6375279752197517,21.33499395312778
Pigott-LINEAR-Kowalski,3.770042047414623,.5288240922535099,44.00425137528314
Catalina-LINEAR,3.588233083923123,.4996127085491629,6.524142819106554
LINEAR,4.16217228713,.1762595943172939,7.917917083380464
Gibbs,3.929861678583546,.3772214511159923,26.08348754100619
LINEAR,3.400722201819597,.5634821908561177,14.65175693166819
LINEAR-NEAT,4.025472405010516,.2469915801096556,12.32785601829468
Hill,4.482771767537313,.3345199989231166,14.63497612534351
"La Sagra",3.037327334760674,.4090272614185136,11.27642868827392
LINEAR,3.819734619093801,.2512674207010553,11.51343260530081
LINEAR,4.001610553185246,.314398840803935,8.895511135908322
LINEAR,3.728014607889579,.5086694525516038,16.33415671430765
LINEAR,3.516305313943881,.4384156167955982,15.27693121742927
Read,3.161984976656008,.2531969535960581,1.266163692965964
LINEAR,4.464164365888056,.6316548361498424,11.31875143664899
NEAT,3.865427106554291,.4502032826453018,23.52309704530007
LINEAR,4.88441297988186,.6188715697106489,20.74244932053037
Spahr,5.643675589150758,.3141331711681838,32.12853959439605
NEAT,3.831376661280214,.3585716233288795,7.638078975101665
Scotti,4.947112710570793,.2042131382581726,2.267626444055058
WISE,4.011837030648198,.4662892068735632,21.08549942714007
NEAT,4.020741733347053,.2862836659739946,15.9848228167145
LINEAR,3.995189934096721,.6234222264034647,13.72815426052222
Gibbs,5.982464274635912,.6411612168497145,6.367796542417012
LINEAR,2.762901124050504,.8194628611875435,8.394918480966822
Larson,3.733236883970481,.4070483786429179,13.29484552287696
LINEAR,3.491387520746516,.5097838091900158,23.5097808150622
LINEAR,3.046948984776395,.6730967236122571,10.4223132074456
PANSTARRS,3.469309011750889,.4125583951342929,4.940348956269786
McNaught,4.670271970644078,.3119069854691572,32.5641515653615
Levy,3.038408435020066,.6681889016894792,18.26659348408196
LINEAR,4.621105579995913,.417937535578262,27.64178305459467
Catalina,3.755425051066341,.4336173942170644,20.24394193539759
PANSTARRS,4.397398984216789,.2088043835288372,6.74623638637479
Garradd,2.727440932037478,.3415297612571303,15.89853595203317
McNaught,3.685599054648147,.5935048395532496,15.73693835496121
Larson,3.58712027563139,.3895433798507963,6.322909897948778
McNaught-Russell,6.935517744284216,.8154028826429843,29.07941912183574
Gibbs,3.029643301537498,.5869803961071717,14.47117649895024
Larsen,3.892018761323937,.3737711207200287,25.14768852090738
LINEAR,4.252984092256914,.6460250873419684,14.69119860325759
Christensen,3.529533621620163,.3404246531820948,3.428807826227298
LONEOS,3.289612129307083,.593340592152269,5.368572547606922
Bernardi,4.522800413069187,.4802189069971182,15.67402117579324
Jedicke,7.211987881998437,.4346139293389742,6.611696125501304
Gehrels,6.752133832256525,.4676709227926323,2.859390575049124
"van Houten-Lemmon",6.969382141348709,.3899422919539769,6.856468948092699
NEAT,4.452472789080105,.4524759832592989,18.27698987243619
Pons-Gambart,32.54239111656612,.9750961432178844,136.3989718929838
Tombaugh-Tenagra,4.364004934248775,.4404609056444271,15.83786540766405
Hermann,5.764619090512867,.713938170242489,21.57064430021053
Vorobjov,5.365502135274508,.2689146425028647,14.49768128450595
LINEAR,3.865614977138462,.5035654907920333,16.72531429465702
McNaught,3.692177533782286,.434489728510642,6.687257607039748
"La Sagra",3.573065409689527,.3986119455662709,5.054754876954593
Larsen,4.511788051435455,.4180949726414225,11.77968038734452
MOSS,4.862122716926783,.1735992815756038,4.721092122703737
Spacewatch,4.135988441888949,.4856289687883189,14.46397486293796
McNaught,3.671507092224214,.3783144588985211,11.87431519594623
LINEAR,4.511663294761228,.6209279165176597,24.49718721600884
Christensen,4.117064372792283,.4251626016738834,17.04432164554172
Christensen,4.175589673964971,.2690855682830409,16.30241060819607
Blanpain,3.04610387349231,.6846297334784514,5.900276741485951
Jager,6.104209907021001,.6470409619270787,19.06799819263833
NEAT,4.559094493906344,.4286430750700019,5.947114846128064
Li,6.134847738125053,.5867715331947698,24.31601283870587
Spacewatch,3.633181123162572,.419342964183725,9.068342873963521
LINEAR,3.200457816378064,.5945159337133528,19.08579830143665
LINEAR,5.345132018421562,.6147890632322975,21.09729063721196
Garradd,3.501015346281297,.4766286291817307,25.20205490193744
Beshore,3.484047960476378,.308598394316476,10.2634881810502
Christensen,3.490149795441779,.4124291387296715,8.021703046418468
Catalina-PANSTARRS,4.372727352677713,.2819890068159288,10.47989125800893
Catalina,2.694544334263179,.6934621680484665,5.69147092141346
LINEAR-NEAT,5.686867070697107,.5874165458554789,10.61823651060052
Lemmon-PANSTARRS,4.278344085963893,.2282385269467358,6.031399861031152
NEAT,5.075130668072057,.5104416819863621,7.06762822446798
Ory,3.243127092631494,.5737843349679356,2.755131895892474
Skiff,4.620412093886077,.6961317748629123,11.5203604187501
LINEAR,3.103790893731194,.5982594906974988,8.364457776766727
LINEAR,5.80662535234928,.6747303138131737,4.424851250009062
Lagerkvist-Carsenty,6.673828665676208,.3623277453201932,4.840457517609724
LINEAR,4.451116169482742,.6066828196651917,17.66241293388101
Hill,4.16645635942,.424663107414368,13.17925448445525
PANSTARRS,2.188607261708545,.1152878433233422,4.968444825420946
NEAT,3.446455665896327,.4343846638546015,19.86282855491694
Gibbs,3.155646833891609,.2424141475288142,10.96537997834791
Montani,7.275342940137612,.4159501074107915,3.976590192452047
LONEOS,5.023315030070299,.5162361664982736,17.90656584508566
LONEOS-Christensen,4.327896869328113,.1664163274096624,9.882883517632209
WISE,2.929381281713063,.5924868573239543,10.82247080029417
McNaught-Hartley,7.534044801323027,.675312917422262,17.89304904631949
Catalina-McNaught,3.573013877278344,.6649928582060213,15.07420589928586
McNaught,3.102912310104745,.6824401124131176,4.893571727959618
SOHO,2.426630318554877,.9806622092195985,19.7363116677891
SOHO,2.51626146560583,.9786764762641811,12.58923564712983
SOHO,2.610536708377317,.9817284048892367,6.485264440642934
"La Sagra",3.095929042189836,.153784445570409,21.41695747394586
Yang-Gao,3.419580405672789,.6209692370658518,16.15827344552062
Hill,4.072726914735172,.3182112079161584,2.470573216101709
"Van Ness",3.557887976631412,.5640019161581543,36.28205441755987
LONEOS-Tucker,4.195553821185086,.5519312019340501,17.71129688846346
LINEAR-Catalina,5.189000773892341,.68010416471326,21.4669549683133
Catalina,6.589429855731228,.5490031457727758,15.54256450528221
Gibbs,3.003793367672493,.04208657647672002,9.739682411701132
Ikeya-Murakami,3.087241138977169,.4885908891896427,9.377956220678412
Ikeya-Murakami,3.086441893940437,.4903877233189863,9.386949993692131
Ikeya-Murakami,3.082846159684919,.4898247666883361,9.381500085906753
Ikeya-Murakami,3.08634494377948,.4903839630262681,9.385967703275581
Ikeya-Murakami,3.083427760609993,.4903802237529238,9.37916033093553
Ikeya-Murakami,3.087712526044806,.4905753916877986,9.388470986733921
Ikeya-Murakami,3.15765447539176,.498577971012386,9.518614760151237
Ikeya-Murakami,3.062933407713984,.4937203535609838,9.273303254597515
Ikeya-Murakami,3.086847298899201,.4904601013690927,9.386936096839271
Ikeya-Murakami,3.083138170759064,.4898209567026341,9.380239578171947
LINEAR,4.223621648846691,.7359086817108997,131.8794631824878
NEAT,6.48616576691443,.354336391381233,19.05669415588756
Gibbs,3.588566469490358,.5434881258870633,7.27540758303679
McNaught,4.812839839241668,.4528616044106186,18.56210616145526
WISE,3.291107969426382,.4977604322505292,15.39917573511143
McNaught,3.899936315743796,.4112863245760309,25.3748069092284
Gibbs,3.675907680955106,.6397913441480939,5.748211981731838
Boattini,4.251094622445314,.279501204981309,2.077422134958702
Gibbs,4.290066261370671,.4153690581283331,3.800120669220978
SOHO,3.043003759113562,.9826020621617956,13.2747864590719
NEAT-LONEOS,5.475044786854851,.584209132528378,5.583684321495118
Read,4.88756877132325,.4218673848021172,3.482720181286455
LINEAR,4.042001826102426,.2196141479861668,2.724659365020443
Catalina,4.482154074602702,.5038377865582282,22.16643327456638
PANSTARRS,3.611397411874267,.3842967195455711,11.74547641211636
PANSTARRS,3.165855487770212,.3012252052249531,17.58530590436938
Lemmon,3.567952430177748,.3005165274127552,5.498721071122621
McNaught,4.106662575830405,.08719413790622488,7.355933024726608
Wiegert-PANSTARRS,4.4284051777113,.295132764019968,12.78931546729443
Skiff,6.597201986678025,.6178910989028483,21.06797259889809
McNaught,4.163818214060553,.46949343560796,28.42486056944822
LINEAR,2.28970675895115,.1249710695668899,5.255932309081645
LINEAR-NEAT,3.47190069667096,.5081281547022157,11.04422554706643
