name,a,e,i
Icarus,1.07794588779501,.8268092968061863,22.85205337360073
Geographos,1.24526023210325,.3354011715209734,13.33743942739683
Apollo,1.470162312389734,.5597614018825802,6.353445562610878
Midas,1.775932913605092,.6502365240993037,39.83296410904487
Adonis,1.873687389004828,.7647906026288864,1.325665285643867
Tantalus,1.290130902385219,.2991527907106101,64.00399135948246
Aristaeus,1.599615456452729,.5028649164746682,23.06171340507754
Oljato,2.175017808256115,.7129709298022341,2.522434364239485
Hathor,.8438292455376517,.4498841655895494,5.854591233229053
Florence,1.769132452529143,.4233003746718698,22.15078086320293
Phaethon,1.271198641733952,.8899364574658857,22.25319135460537
Orpheus,1.209680684811925,.3227419338922501,2.685067702186645
Khufu,.9895267061027037,.4685677328906181,9.91682854015037
Dionysus,2.199161287168309,.541156095290604,13.53145923201279
Anagolay,1.834869735818119,.4454625145000524,3.867853971772131
Wilson-Harrington,2.62801307668342,.6308146570739113,2.796716644914619
Vishnu,1.059509941120145,.4439425769671891,11.17043792956858
Toutatis,2.532088163792741,.6287849463807226,.4460343912846659
Cuno,1.982213700330095,.6343498179170188,6.705067646835919
Pan,1.442330871061857,.5866192170189086,5.519631640569282
Mithra,2.199980925510795,.6628520195745338,3.039464137907094
Asclepius,1.022436411772923,.3570084822738889,4.919344709365778
Nereus,1.488684198998776,.3600073024231731,1.431697832801353
Castalia,1.063298253689737,.4831693230163794,8.88515554138232
,1.621111593113125,.6575484046705107,24.38859770004173
Ptah,1.635710998641122,.4998288155098068,7.407453813438609
,1.551631411777907,.4779840403393868,3.583225571541018
,.9269419258145356,.4052073040453871,4.794014610862059
,1.270982941657798,.5852321960481843,5.054311365902835
,1.271143165206391,.4997483753146983,3.499763217297274
Minos,1.151448046393075,.4128015586255392,3.942778024979813
Golevka,2.502473955538411,.6052965473609275,2.276480760200308
,2.499967382860336,.5909126948780291,5.946389185679066
,1.770645943458159,.48402786427509,15.19559789561827
,1.842068872041819,.5065133280933841,5.418351395900332
,1.346207298187098,.3283393095931395,33.48663014190705
,1.467747567020689,.4818980837557885,3.122921820180161
,1.122922795256102,.1646939402491508,37.12040203988693
,1.746709011808343,.4559081164717851,1.86671734721787
,1.506362540490211,.4303352757873689,37.97377025603241
,2.242335390553023,.6259301953180644,9.82691672170259
,1.248422834950335,.3247906908902531,15.32160983613762
Tomaiyowit,1.079650830023422,.355779436400529,10.30982353601868
,1.541433482230442,.4060870831590703,24.52914364530186
Zephyr,1.961538343162023,.49201985663793,5.304474450174006
,1.335473912723853,.3056501632750568,17.24706539253244
Hypnos,2.840467869889123,.6658544196738958,1.980845516139651
,2.203040451856995,.8578026231747626,17.54634349922251
,1.564629499969828,.4764566938799674,6.9841035895252
,1.219052310143068,.5698272920887902,3.203451898890457
,1.846780279691228,.5893883686838894,51.31335245258825
Itokawa,1.324113442889941,.2801684689189635,1.6214504243261
